Time Bucket (Europe/London),Dalys Seafoods-Mains_A (kWatts),Dalys Seafoods-Mains_B (kWatts),Dalys Seafoods-Mains_C (kWatts),Dalys Seafoods-Room/Multi-use Circuit-Sheds & Container Cold Rooms (kWatts),Dalys Seafoods-Other-Slicing Room (kWatts),Dalys Seafoods-Other-Big Freezer (kWatts),Dalys Seafoods-Other-Finished Smoked Cold Room (kWatts),Dalys Seafoods-Other-Big Cold Room (kWatts),Dalys Seafoods-Other-Smoker (kWatts)
03/26/2025 11:01:00,8.3784,11.5881,10.1409,13.2255,0.0437,7.3366,0.0000,2.4744,0.1065
03/26/2025 11:02:00,8.0708,11.1859,9.6847,11.6370,0.0427,7.3067,0.0002,2.4747,0.1052
03/26/2025 11:03:00,8.1532,11.3149,9.8077,12.7580,0.0404,7.2779,0.0003,2.4678,0.1059
03/26/2025 11:04:00,8.0268,11.2801,9.7934,11.5896,0.0410,7.2276,0.0001,2.4622,0.1047
03/26/2025 11:05:00,7.5727,10.7866,9.2764,11.6039,0.0391,7.2110,0.0001,2.4693,0.1043
03/26/2025 11:06:00,8.6749,12.1251,10.9227,16.3778,0.0412,7.1977,0.0002,2.4651,0.1087
03/26/2025 11:07:00,8.8409,12.1518,10.3615,17.6459,0.0403,7.1682,0.0002,2.4614,0.1090
03/26/2025 11:08:00,9.1820,12.7538,11.0626,16.8386,0.0477,7.1325,0.0002,2.4426,0.1097
03/26/2025 11:09:00,8.5748,12.1183,10.8182,15.1531,0.0476,7.1359,0.0000,2.4470,0.1061
03/26/2025 11:10:00,8.9999,12.3205,11.0723,15.4260,0.0477,7.1174,0.0002,2.4478,0.1050
03/26/2025 11:11:00,8.5302,11.7418,10.9348,13.9390,0.0469,7.1349,0.0001,2.4517,0.1043
03/26/2025 11:12:00,8.9297,12.1627,11.1595,15.1014,0.0477,7.2919,0.0010,2.4564,0.1046
03/26/2025 11:13:00,12.1633,16.5982,15.6750,26.1269,0.0608,7.2816,0.0062,4.5525,0.1126
03/26/2025 11:14:00,14.9782,19.0209,18.4045,22.3507,0.0683,7.2202,0.0057,9.3338,0.1133
03/26/2025 11:15:00,15.5280,19.2826,19.2718,20.7340,0.0703,7.1839,0.0057,9.3915,0.1121
03/26/2025 11:16:00,14.5055,17.8248,18.3508,15.3301,0.0662,7.1757,0.0048,9.4165,0.1104
03/26/2025 11:17:00,14.9350,18.3743,18.6262,17.6812,0.0658,7.1178,0.0045,9.3478,0.1107
03/26/2025 11:18:00,13.4471,16.2340,16.3822,15.1647,0.0566,7.1241,0.0039,9.4201,0.1088
03/26/2025 11:19:00,11.7705,14.2654,13.7421,15.3486,0.0511,7.1557,0.0044,9.5072,0.1098
03/26/2025 11:20:00,11.9089,14.3102,14.3047,16.5406,0.0515,7.1280,0.0044,9.4711,0.1097
03/26/2025 11:21:00,12.3845,14.8954,14.5847,16.7422,0.0552,7.1156,0.0041,9.4562,0.1109
03/26/2025 11:22:00,11.3975,13.3669,12.9835,14.6475,0.0490,7.1324,0.0031,9.5222,0.1093
03/26/2025 11:23:00,9.7367,11.4619,11.0654,8.3164,0.0474,7.1513,0.0015,9.5639,0.1087
03/26/2025 11:24:00,9.8216,11.7109,10.7653,10.4062,0.0439,7.1487,0.0010,9.6085,0.1095
03/26/2025 11:25:00,8.9915,10.6661,9.8475,5.5192,0.0447,7.1723,0.0006,9.6680,0.1093
03/26/2025 11:26:00,8.7208,10.9586,10.3582,7.1835,0.0436,7.1521,0.0004,9.6100,0.1074
03/26/2025 11:27:00,9.3783,13.1150,12.3496,16.2503,0.0489,7.0977,0.0003,9.5234,0.1107
03/26/2025 11:28:00,9.2172,12.7469,11.7820,12.5794,0.0442,7.1110,0.0002,9.5872,0.1102
03/26/2025 11:29:00,8.7542,11.5754,10.5228,11.6800,0.0327,6.2134,0.0002,9.6586,0.1115
03/26/2025 11:30:00,10.3966,13.5300,12.4562,16.0485,0.0394,7.1420,0.0011,9.5392,0.1122
03/26/2025 11:31:00,12.1737,16.0048,15.0070,19.6703,0.0518,7.1192,0.0013,9.3939,0.1115
03/26/2025 11:32:00,10.5053,14.1130,13.1032,18.7994,0.0463,7.1029,0.0013,9.4707,0.1114
03/26/2025 11:33:00,10.5742,14.0679,13.4505,19.2366,0.0463,7.1054,0.0015,9.4868,0.1118
03/26/2025 11:34:00,13.7678,18.3421,16.9522,27.0494,0.0577,7.0084,0.0057,9.2968,0.1134
03/26/2025 11:35:00,14.3105,18.8268,17.6716,28.2361,0.0615,6.9934,0.0072,9.2796,0.1139
03/26/2025 11:36:00,12.7371,16.7141,15.7467,26.2561,0.0560,7.0277,0.0060,9.3718,0.1127
03/26/2025 11:37:00,9.6741,12.4362,11.3184,16.9288,0.0392,5.4615,0.0001,9.5329,0.1064
03/26/2025 11:38:00,10.4521,12.6199,11.9639,22.4062,0.0257,0.7676,0.0000,9.5377,0.1082
03/26/2025 11:39:00,10.1753,12.0857,11.3421,20.4822,0.0234,0.3895,0.0000,9.5827,0.1101
03/26/2025 11:40:00,11.6176,13.9157,13.3725,22.1248,0.0406,6.0106,0.0032,9.3829,0.1118
03/26/2025 11:41:00,12.2574,15.2461,14.6485,24.3421,0.0501,7.4111,0.0056,5.9623,0.1092
03/26/2025 11:42:00,11.6674,14.5572,13.7039,26.2902,0.0473,7.2730,0.0072,2.4638,0.1094
03/26/2025 11:43:00,10.2842,12.1512,11.4894,21.0237,0.0356,7.2826,0.0025,2.4923,0.1107
03/26/2025 11:44:00,14.2436,16.5751,16.8243,21.8653,0.0556,7.1093,0.0053,2.4240,0.1096
03/26/2025 11:45:00,14.8010,17.1870,17.2757,23.7612,0.0574,7.0954,0.0056,2.4203,0.1103
03/26/2025 11:46:00,13.3182,14.7020,14.8513,22.2400,0.0426,7.1003,0.0049,2.4483,0.1046
03/26/2025 11:47:00,12.8404,14.0139,13.9098,21.9848,0.0376,7.0945,0.0053,2.4474,0.1041
03/26/2025 11:48:00,10.4438,11.0174,10.6943,22.6936,0.0305,7.1275,0.0058,2.4834,0.1093
03/26/2025 11:49:00,12.2346,14.1783,13.3992,24.1764,0.0453,7.0557,0.0040,2.4535,0.1101
03/26/2025 11:50:00,11.3364,13.0781,12.4400,19.6112,0.0441,7.0527,0.0028,2.4608,0.1082
03/26/2025 11:51:00,9.2664,10.2734,9.5965,13.6214,0.0352,7.1152,0.0021,2.4966,0.1035
03/26/2025 11:52:00,7.8822,8.7127,7.6890,9.4912,0.0317,7.3202,0.0003,2.5132,0.1038
03/26/2025 11:53:00,7.2733,8.1215,6.9756,12.0831,0.0236,2.7424,0.0001,2.5192,0.1038
03/26/2025 11:54:00,7.5787,8.4691,7.2334,11.6644,0.0209,2.4984,0.0005,2.5150,0.1037
03/26/2025 11:55:00,11.0041,13.2745,12.1432,22.1110,0.0496,7.3729,0.0037,2.4611,0.1133
03/26/2025 11:56:00,11.1757,13.6232,12.3911,22.1312,0.0492,7.4214,0.0033,2.7972,0.1131
03/26/2025 11:57:00,12.1522,15.0811,13.8479,22.2797,0.0509,7.3114,0.0029,9.3178,0.1131
03/26/2025 11:58:00,12.7284,16.5586,15.2398,26.7611,0.0532,7.2392,0.0051,9.6441,0.1140
03/26/2025 11:59:00,14.1555,18.5009,17.0134,31.6886,0.0577,7.1844,0.0115,9.5254,0.1149
03/26/2025 12:00:00,13.9692,18.2757,16.6264,32.1024,0.0539,7.2652,0.0122,9.5253,0.1153
03/26/2025 12:01:00,12.3287,15.9685,14.3079,25.9011,0.0467,7.3954,0.0040,9.6189,0.1141
03/26/2025 12:02:00,13.0920,16.7630,15.2685,29.2197,0.0476,7.3156,0.0078,9.6259,0.1159
03/26/2025 12:03:00,13.4399,16.8213,15.6891,32.1916,0.0440,5.1592,0.0100,9.6152,0.1158
03/26/2025 12:04:00,11.4134,14.2913,12.7775,29.0453,0.0271,2.1024,0.0038,9.6928,0.1146
03/26/2025 12:05:00,11.0750,14.0031,13.1680,21.2490,0.0474,7.9929,0.0040,9.6698,0.1089
03/26/2025 12:06:00,10.2448,12.7712,12.3804,18.4044,0.0451,7.4236,0.0031,9.7085,0.1054
03/26/2025 12:07:00,9.1831,11.2788,10.8009,15.1113,0.0390,7.4029,0.0020,9.7439,0.1062
03/26/2025 12:08:00,10.6976,13.4846,12.9839,18.0333,0.0514,7.3573,0.0018,9.6383,0.1095
03/26/2025 12:09:00,10.1523,12.7867,12.0913,18.3367,0.0441,7.3418,0.0027,9.7014,0.1078
03/26/2025 12:10:00,12.6727,16.4656,15.5498,28.8858,0.0557,7.2533,0.0093,9.5643,0.1139
03/26/2025 12:11:00,11.8374,15.2293,14.2675,24.9009,0.0490,7.3930,0.0049,9.6255,0.1124
03/26/2025 12:12:00,12.1754,15.3418,14.2994,25.3323,0.0433,7.4008,0.0052,9.6061,0.1137
03/26/2025 12:13:00,10.0653,12.3537,11.2578,19.5534,0.0318,7.4636,0.0042,9.7174,0.1140
03/26/2025 12:14:00,11.9846,13.7900,13.0215,24.3880,0.0382,7.4266,0.0070,9.6511,0.1130
03/26/2025 12:15:00,15.7948,18.6495,18.7671,23.3380,0.0577,7.2932,0.0068,9.4440,0.1112
03/26/2025 12:16:00,14.3434,16.3423,16.4902,20.2628,0.0482,7.3502,0.0070,9.5696,0.1084
03/26/2025 12:17:00,14.8174,17.7203,18.0489,19.3211,0.0608,7.2930,0.0066,9.2439,0.1087
03/26/2025 12:18:00,14.7918,17.8137,18.1154,18.8446,0.0632,7.1939,0.0061,9.0754,0.1076
03/26/2025 12:19:00,14.0049,16.9397,16.9638,19.5337,0.0546,7.1524,0.0057,9.0988,0.1068
03/26/2025 12:20:00,11.9137,14.1252,13.6643,13.7780,0.0448,7.1534,0.0040,9.2511,0.1056
03/26/2025 12:21:00,12.9893,15.9655,15.3468,15.7045,0.0532,7.1043,0.0034,9.1752,0.1071
03/26/2025 12:22:00,14.2045,16.7441,16.1818,17.1400,0.0584,7.0495,0.0065,9.1005,0.1081
03/26/2025 12:23:00,14.7530,18.0542,17.3937,17.1584,0.0680,6.9979,0.0054,9.0097,0.1095
03/26/2025 12:24:00,17.1751,22.5290,21.6009,31.3515,0.0780,6.9357,0.0131,8.8635,0.1132
03/26/2025 12:25:00,16.4153,21.3163,20.3423,29.1794,0.0706,6.9513,0.0106,8.9361,0.1119
03/26/2025 12:26:00,16.9799,22.0662,21.5646,30.8933,0.0731,6.9337,0.0129,8.9222,0.1121
03/26/2025 12:27:00,13.4303,16.9728,16.0188,25.1531,0.0553,6.9747,0.0052,9.1028,0.1100
03/26/2025 12:28:00,11.7038,15.8538,14.2297,25.2659,0.0516,7.0970,0.0022,9.2188,0.1106
03/26/2025 12:29:00,12.1257,16.6610,14.8948,26.3607,0.0548,7.1751,0.0039,9.1444,0.1112
03/26/2025 12:30:00,11.1340,15.5511,13.4283,23.1602,0.0505,7.1397,0.0009,9.1974,0.1110
03/26/2025 12:31:00,11.6098,16.6275,12.9633,22.7950,0.0518,7.1472,0.0006,9.2101,0.1142
03/26/2025 12:32:00,10.9368,16.1980,12.3225,21.9480,0.0486,7.2178,0.0000,9.2098,0.1141
03/26/2025 12:33:00,9.9511,14.3508,11.3641,21.6893,0.0386,7.2123,0.0012,9.2978,0.1137
03/26/2025 12:34:00,9.7825,12.1628,10.8478,14.4014,0.0430,7.1801,0.0025,9.3114,0.1073
03/26/2025 12:35:00,9.4177,11.2302,10.6804,13.5201,0.0416,7.1645,0.0049,9.3459,0.1038
03/26/2025 12:36:00,9.0568,11.6605,11.0142,14.4663,0.0414,7.1398,0.0017,9.3293,0.1020
03/26/2025 12:37:00,9.8897,12.4383,11.9951,13.5842,0.0502,7.0758,0.0024,9.1679,0.1066
03/26/2025 12:38:00,9.4365,11.4357,10.8771,14.7366,0.0442,7.0792,0.0028,6.4500,0.1054
03/26/2025 12:39:00,10.2666,13.1046,12.4972,24.5345,0.0487,7.0272,0.0041,2.4287,0.1067
03/26/2025 12:40:00,9.3894,12.0175,11.1008,22.1372,0.0413,7.0395,0.0031,2.4376,0.1029
03/26/2025 12:41:00,7.8524,9.6708,8.9781,15.4967,0.0349,7.0682,0.0005,2.4568,0.1012
03/26/2025 12:42:00,8.1767,10.4126,9.6772,15.2063,0.0392,7.0374,0.0001,2.4471,0.1013
03/26/2025 12:43:00,8.1933,10.1926,9.4982,16.4328,0.0356,7.0388,0.0008,2.4553,0.1017
03/26/2025 12:44:00,7.8454,9.9177,9.0625,15.3406,0.0347,7.0337,0.0009,2.4593,0.1018
03/26/2025 12:45:00,7.9635,10.1572,9.3188,15.3858,0.0368,7.0216,0.0005,2.4551,0.1017
03/26/2025 12:46:00,8.1102,10.2514,9.5417,15.1645,0.0387,6.9999,0.0007,2.4452,0.1012
03/26/2025 12:47:00,8.5018,10.7537,9.9840,16.5507,0.0401,6.9789,0.0009,2.4367,0.1013
03/26/2025 12:48:00,8.5632,10.3469,9.2924,15.8657,0.0386,6.9818,0.0010,2.4419,0.1056
03/26/2025 12:49:00,7.5564,8.7211,7.6645,11.0196,0.0372,7.0210,0.0003,2.4651,0.1062
03/26/2025 12:50:00,7.4170,8.5497,7.5406,10.2868,0.0363,6.9798,0.0001,2.4498,0.1057
03/26/2025 12:51:00,8.1922,9.3698,8.5843,9.1622,0.0375,6.9680,0.0002,2.4416,0.1035
03/26/2025 12:52:00,9.4036,11.1312,10.7560,7.9378,0.0451,6.9480,0.0003,2.4219,0.1055
03/26/2025 12:53:00,8.9074,10.6353,10.4327,6.0422,0.0452,6.9485,0.0004,2.4163,0.1051
03/26/2025 12:54:00,11.0642,13.7907,13.4071,15.8772,0.0530,6.9069,0.0012,2.3895,0.1080
03/26/2025 12:55:00,10.2573,12.6182,12.1805,12.3381,0.0476,6.9207,0.0005,2.4017,0.1068
03/26/2025 12:56:00,9.1510,10.8261,10.1940,11.3327,0.0408,6.9493,0.0010,2.4192,0.1057
03/26/2025 12:57:00,8.4179,9.7464,9.1211,11.9342,0.0380,6.9583,0.0012,2.4304,0.1057
03/26/2025 12:58:00,6.9871,8.9948,7.9021,11.8165,0.0304,6.9721,0.0002,2.4382,0.1019
03/26/2025 12:59:00,7.3051,9.2337,8.1911,14.7344,0.0274,6.9830,0.0000,2.4433,0.1057
03/26/2025 13:00:00,8.2538,10.8073,9.6379,17.1118,0.0358,6.9563,0.0002,2.4270,0.1031
03/26/2025 13:01:00,9.7984,12.7399,11.8769,20.2314,0.0439,6.9092,0.0010,2.4075,0.1037
03/26/2025 13:02:00,9.6155,12.3666,11.8431,20.4763,0.0428,6.8971,0.0011,2.4026,0.1018
03/26/2025 13:03:00,8.9180,11.1958,10.6364,18.6687,0.0379,6.8941,0.0010,2.4114,0.1014
03/26/2025 13:04:00,7.6199,9.5793,9.0937,13.4518,0.0361,6.9322,0.0006,2.4273,0.1011
03/26/2025 13:05:00,8.7517,11.3984,10.8863,16.3482,0.0457,6.8939,0.0001,2.4095,0.1025
03/26/2025 13:06:00,6.9680,9.2047,8.7344,9.5227,0.0424,6.9212,0.0001,2.4304,0.1007
03/26/2025 13:07:00,8.0722,9.6627,9.5392,10.6956,0.0466,6.8904,0.0009,2.4161,0.1029
03/26/2025 13:08:00,10.2831,12.4590,12.5752,18.3227,0.0575,6.8362,0.0015,2.3875,0.1085
03/26/2025 13:09:00,9.9211,11.8482,11.7617,19.1290,0.0486,5.0759,0.0012,2.3992,0.1074
03/26/2025 13:10:00,8.1191,9.3203,8.7085,16.1173,0.0246,0.6228,0.0000,2.4426,0.1000
03/26/2025 13:11:00,8.1103,9.3027,8.5626,16.9597,0.0223,0.3875,0.0000,2.4421,0.0997
03/26/2025 13:12:00,8.4901,9.8151,9.0280,18.3910,0.0232,0.3866,0.0000,2.4351,0.0997
03/26/2025 13:13:00,10.9152,13.2827,12.7161,16.2618,0.0369,3.7223,0.0010,2.3872,0.1001
03/26/2025 13:14:00,12.0731,14.7206,14.4667,14.9814,0.0557,7.1948,0.0032,4.0930,0.1063
03/26/2025 13:15:00,13.4320,17.1318,18.7594,16.9963,0.0708,7.2464,0.0028,9.1067,0.1034
03/26/2025 13:16:00,13.5065,17.7699,19.7779,17.2245,0.0764,7.1839,0.0018,9.2906,0.1024
03/26/2025 13:17:00,13.7226,18.3033,19.6691,24.2473,0.0741,7.0636,0.0043,9.2228,0.1085
03/26/2025 13:18:00,10.4164,14.2716,15.9461,16.2668,0.0721,7.0872,0.0006,9.3628,0.1080
03/26/2025 13:19:00,10.8891,13.7940,15.9829,15.7292,0.0733,7.0310,0.0004,9.3051,0.1105
03/26/2025 13:20:00,11.7877,14.9019,16.6935,18.1568,0.0762,7.0016,0.0017,9.2911,0.1135
03/26/2025 13:21:00,10.7076,13.3268,15.2481,13.6695,0.0720,7.0089,0.0011,9.3572,0.1124
03/26/2025 13:22:00,11.6933,14.1801,16.0511,18.4326,0.0699,6.9885,0.0023,9.3184,0.1115
03/26/2025 13:23:00,13.2423,16.6177,18.1357,24.7610,0.0730,6.9316,0.0021,9.2143,0.1108
03/26/2025 13:24:00,13.9002,17.5153,18.6857,25.6250,0.0765,6.9608,0.0056,9.2018,0.1128
03/26/2025 13:25:00,12.8415,16.3318,17.7302,23.3061,0.0758,7.1479,0.0047,9.2450,0.1138
03/26/2025 13:26:00,13.1836,16.6138,18.0327,27.5707,0.0717,6.0338,0.0071,9.2529,0.1131
03/26/2025 13:27:00,14.9817,18.8750,20.0449,33.7806,0.0669,3.2593,0.0077,9.1508,0.1146
03/26/2025 13:28:00,15.3747,19.2202,20.0135,31.7752,0.0695,6.5190,0.0109,9.1116,0.1109
03/26/2025 13:29:00,17.0708,21.7035,23.1437,31.5429,0.0789,7.1226,0.0131,9.0033,0.1108
03/26/2025 13:30:00,15.5982,20.6377,22.4858,23.6353,0.0820,7.0315,0.0058,9.0663,0.1102
03/26/2025 13:31:00,15.3891,20.3738,22.7946,22.4895,0.0828,6.9927,0.0059,9.0596,0.1089
03/26/2025 13:32:00,15.7779,20.8173,23.4484,24.9216,0.0854,6.9390,0.0076,9.0233,0.1120
03/26/2025 13:33:00,14.0515,18.0185,20.1337,24.0897,0.0723,6.9464,0.0038,9.1250,0.1043
03/26/2025 13:34:00,14.9431,18.8835,20.9112,28.1412,0.0754,6.8859,0.0088,9.0572,0.1079
03/26/2025 13:35:00,14.9044,18.8563,20.6380,28.5162,0.0739,6.8832,0.0104,9.0278,0.1051
03/26/2025 13:36:00,16.3906,21.0949,22.8651,36.5444,0.0789,6.8013,0.0149,8.8916,0.1095
03/26/2025 13:37:00,17.5525,21.7585,23.4998,37.5064,0.0835,6.7973,0.0156,8.8833,0.1120
03/26/2025 13:38:00,17.6005,21.4761,23.2030,37.2210,0.0787,6.7980,0.0155,8.9123,0.1113
03/26/2025 13:39:00,15.7939,18.8701,20.6659,29.2853,0.0697,6.8258,0.0093,9.0055,0.1087
03/26/2025 13:40:00,15.2269,18.5017,21.0473,27.3345,0.0777,6.8208,0.0084,8.9968,0.1115
03/26/2025 13:41:00,15.9668,19.3042,21.5902,30.6540,0.0808,6.8240,0.0109,8.9811,0.1138
03/26/2025 13:42:00,16.9037,20.4163,22.6287,33.8632,0.0819,6.7887,0.0139,8.9135,0.1138
03/26/2025 13:43:00,17.3330,21.0906,23.3798,35.0950,0.0810,6.7867,0.0152,8.8925,0.1118
03/26/2025 13:44:00,16.5213,19.9614,21.9785,31.5834,0.0761,6.9878,0.0126,8.9430,0.1101
03/26/2025 13:45:00,15.0498,18.1420,19.9264,25.9964,0.0705,7.0356,0.0069,9.0134,0.1090
03/26/2025 13:46:00,12.3307,14.4562,16.4950,15.3069,0.0666,7.0045,0.0037,9.1984,0.1075
03/26/2025 13:47:00,12.0178,13.9964,16.4482,15.8926,0.0689,6.9490,0.0026,9.1729,0.1075
03/26/2025 13:48:00,12.9291,15.6489,17.6676,17.8052,0.0728,6.9090,0.0027,9.1279,0.1082
03/26/2025 13:49:00,11.9869,15.1642,17.0680,15.9252,0.0698,6.9037,0.0006,9.1647,0.1055
03/26/2025 13:50:00,11.9698,15.0224,17.3444,18.4969,0.0644,4.8848,0.0009,9.1834,0.1032
03/26/2025 13:51:00,11.5718,14.2610,15.7084,20.0336,0.0487,1.6861,0.0009,9.2444,0.1018
03/26/2025 13:52:00,14.0508,17.8319,19.3673,28.4893,0.0608,3.2405,0.0059,9.0966,0.1037
03/26/2025 13:53:00,15.1608,19.2170,20.6661,23.6870,0.0782,7.7823,0.0039,9.0380,0.1091
03/26/2025 13:54:00,16.6763,21.4325,23.2879,25.9809,0.0839,7.0180,0.0087,8.9836,0.1096
03/26/2025 13:55:00,16.1029,19.9726,22.1332,22.6212,0.0791,6.9810,0.0049,9.0392,0.1082
03/26/2025 13:56:00,16.7353,21.4351,23.6223,26.0229,0.0848,6.9308,0.0075,8.9934,0.1099
03/26/2025 13:57:00,15.6463,20.0947,22.0423,22.9925,0.0807,6.9242,0.0040,9.0761,0.1092
03/26/2025 13:58:00,15.9579,20.7181,22.5099,26.2827,0.0821,6.3985,0.0078,9.0529,0.1099
03/26/2025 13:59:00,14.0587,17.1507,19.6903,20.8857,0.0591,1.7886,0.0010,9.1717,0.1014
03/26/2025 14:00:00,14.6787,17.8087,20.3772,24.9342,0.0613,0.3984,0.0035,9.1413,0.1075
03/26/2025 14:01:00,12.6103,15.0512,17.3781,22.3866,0.0562,0.3970,0.0020,9.2093,0.1078
03/26/2025 14:02:00,13.7641,16.3798,18.9822,27.7497,0.0577,0.3978,0.0052,9.1518,0.1076
03/26/2025 14:03:00,11.8180,13.3270,15.3346,18.4532,0.0443,0.3948,0.0002,9.3133,0.1015
03/26/2025 14:04:00,10.5159,12.0668,14.4430,11.4454,0.0527,2.0480,0.0001,9.2872,0.1031
03/26/2025 14:05:00,13.5573,16.9578,19.4515,19.8921,0.0858,7.6758,0.0033,9.0598,0.1128
03/26/2025 14:06:00,14.9826,19.2291,21.4520,27.5789,0.0886,7.1763,0.0090,9.0180,0.1150
03/26/2025 14:07:00,15.2846,19.2077,21.2260,28.5969,0.0808,7.1699,0.0097,9.0343,0.1108
03/26/2025 14:08:00,14.4865,17.9319,19.7804,25.2071,0.0728,7.2257,0.0047,9.0806,0.1054
03/26/2025 14:09:00,13.1435,16.2596,18.0377,19.3689,0.0692,7.3840,0.0028,9.1493,0.1021
03/26/2025 14:10:00,13.8888,16.5427,18.9346,20.3718,0.0775,7.2975,0.0063,9.1529,0.1106
03/26/2025 14:11:00,10.6323,11.8156,14.8579,13.3811,0.0551,3.5220,0.0017,9.3317,0.1009
03/26/2025 14:12:00,9.3781,11.1326,13.4406,15.3355,0.0416,0.3997,0.0000,9.3867,0.1019
03/26/2025 14:13:00,10.0084,11.6972,13.9264,18.1322,0.0426,0.3980,0.0001,9.3507,0.1018
03/26/2025 14:14:00,9.7784,10.3111,12.4477,16.0157,0.0364,0.3927,0.0000,9.4223,0.1010
03/26/2025 14:15:00,8.8040,9.1352,11.2976,11.7798,0.0368,0.3936,0.0001,9.4601,0.1007
03/26/2025 14:16:00,9.2843,9.8323,11.7805,12.3287,0.0405,0.3924,0.0000,9.4095,0.1009
03/26/2025 14:17:00,10.5171,11.3202,13.7611,14.3061,0.0448,0.3929,0.0000,8.9875,0.1018
03/26/2025 14:18:00,8.0488,8.1748,10.0652,10.1835,0.0349,0.3974,0.0000,4.0289,0.1007
03/26/2025 14:19:00,8.4961,8.7596,10.6424,12.7252,0.0381,0.3971,0.0004,3.0919,0.1016
03/26/2025 14:20:00,10.7948,12.5670,14.4351,21.3117,0.0569,0.3975,0.0047,7.4732,0.1089
03/26/2025 14:21:00,10.6355,11.8263,13.8022,21.3220,0.0500,0.3942,0.0038,7.4646,0.1047
03/26/2025 14:22:00,10.0182,11.1149,13.1451,17.9123,0.0489,0.3973,0.0005,7.4836,0.1023
03/26/2025 14:23:00,11.5915,13.4251,15.6052,18.1932,0.0696,6.0278,0.0048,7.4113,0.1093
03/26/2025 14:24:00,11.5386,13.6486,15.7814,17.2221,0.0772,8.0805,0.0067,7.3767,0.1107
03/26/2025 14:25:00,11.7364,14.0115,15.9942,18.5227,0.0765,7.9178,0.0080,7.3635,0.1107
03/26/2025 14:26:00,11.2083,14.0992,16.4216,17.3427,0.0678,3.6167,0.0023,7.3680,0.1062
03/26/2025 14:27:00,10.8563,14.2709,17.1383,18.3445,0.0601,0.4066,0.0069,7.3441,0.1014
03/26/2025 14:28:00,9.8965,12.4652,15.2529,16.2626,0.0501,0.4065,0.0037,4.7049,0.1009
03/26/2025 14:29:00,8.9037,10.3742,13.1286,16.3358,0.0361,0.4052,0.0027,0.0332,0.1014
03/26/2025 14:30:00,7.0778,7.5154,10.3889,9.0223,0.0307,0.4060,0.0033,0.0303,0.1005
03/26/2025 14:31:00,8.0398,8.9873,11.7511,10.0233,0.0371,0.4051,0.0028,1.1401,0.1003
03/26/2025 14:32:00,9.7089,11.3702,13.8257,16.4142,0.0437,0.4016,0.0007,7.0401,0.1013
03/26/2025 14:33:00,10.7737,12.9083,15.2845,15.3498,0.0613,5.4176,0.0025,7.1136,0.1029
03/26/2025 14:34:00,13.0481,16.3684,18.7862,21.4398,0.0819,8.2298,0.0055,8.0936,0.1090
03/26/2025 14:35:00,12.2915,15.3058,17.5271,18.3832,0.0719,8.0486,0.0051,9.4910,0.1028
03/26/2025 14:36:00,11.4951,14.1113,16.8033,16.0781,0.0691,7.8698,0.0046,9.4704,0.1021
03/26/2025 14:37:00,11.0447,13.2597,16.0218,16.2264,0.0658,7.7431,0.0038,9.4462,0.1022
03/26/2025 14:38:00,10.9281,13.6293,16.4463,16.3458,0.0674,7.6670,0.0025,9.4446,0.1029
03/26/2025 14:39:00,11.5508,14.5829,17.0483,17.5537,0.0705,7.5822,0.0021,9.3860,0.1030
03/26/2025 14:40:00,13.9745,17.5305,20.1270,23.6037,0.0812,7.4668,0.0048,9.2240,0.1078
03/26/2025 14:41:00,13.5612,16.9047,19.4506,22.8728,0.0797,7.4342,0.0046,9.2346,0.1070
03/26/2025 14:42:00,13.0867,16.0927,18.6408,22.5502,0.0765,7.4107,0.0039,9.2762,0.1045
03/26/2025 14:43:00,12.7234,15.8704,18.1801,22.0203,0.0751,7.3845,0.0033,9.2775,0.1065
03/26/2025 14:44:00,12.4957,15.8738,17.9206,21.5028,0.0772,7.3556,0.0016,9.2642,0.1094
03/26/2025 14:45:00,12.5350,15.7530,17.8605,21.2277,0.0775,7.3185,0.0014,9.2667,0.1089
03/26/2025 14:46:00,11.8061,14.9360,16.7075,19.2610,0.0724,7.3167,0.0020,9.2948,0.1064
03/26/2025 14:47:00,11.4096,13.7851,15.6635,16.2542,0.0691,7.3011,0.0012,9.3347,0.1049
03/26/2025 14:48:00,12.0034,13.7025,15.6219,16.8385,0.0690,7.2744,0.0031,9.3063,0.1085
03/26/2025 14:49:00,12.9565,15.4418,17.1974,27.0435,0.0636,3.9093,0.0034,9.2369,0.1084
03/26/2025 14:50:00,11.8182,13.6296,15.1911,24.8287,0.0451,0.3895,0.0004,9.3200,0.1017
03/26/2025 14:51:00,12.6318,14.9041,17.2301,22.2756,0.0633,5.0527,0.0023,9.2506,0.1058
03/26/2025 14:52:00,14.5730,17.8044,19.9454,26.4313,0.0846,7.5846,0.0084,8.2701,0.1118
03/26/2025 14:53:00,13.7111,16.0218,17.8934,29.1879,0.0709,7.5960,0.0106,4.5287,0.1087
03/26/2025 14:54:00,11.4442,12.2119,13.9010,27.0938,0.0534,7.5203,0.0083,0.0566,0.1030
03/26/2025 14:55:00,12.7019,14.0266,15.9482,29.4868,0.0633,7.4052,0.0097,0.0533,0.1081
03/26/2025 14:56:00,12.2023,14.0937,15.9517,28.0833,0.0634,7.3350,0.0099,0.0454,0.1062
03/26/2025 14:57:00,12.0973,13.6408,16.4873,26.6683,0.0654,7.2833,0.0105,0.0454,0.1038
