Time Bucket (Europe/London),Dalys Seafoods-Mains_A (kWhs),Dalys Seafoods-Mains_B (kWhs),Dalys Seafoods-Mains_C (kWhs),Dalys Seafoods-Room/Multi-use Circuit-Sheds & Container Cold Rooms (kWhs),Dalys Seafoods-Other-Slicing Room (kWhs),Dalys Seafoods-Other-Big Freezer (kWhs),Dalys Seafoods-Other-Finished Smoked Cold Room (kWhs),Dalys Seafoods-Other-Big Cold Room (kWhs),Dalys Seafoods-Other-Smoker (kWhs)
03/21/2025 03:00:00,14.6042,18.6497,18.7105,16.1874,0.0523,7.2190,0.0034,4.7370,0.1096
03/21/2025 04:00:00,14.3853,18.5556,18.1695,15.6633,0.0491,6.6992,0.0018,3.6282,0.1072
03/21/2025 05:00:00,15.0204,20.4215,19.6819,15.1691,0.0579,6.5472,0.0020,4.8129,0.1064
03/21/2025 06:00:00,14.6358,18.8580,18.6030,14.5491,0.0512,6.4787,0.0015,3.5107,0.1035
03/21/2025 07:00:00,13.1750,18.4368,19.1372,15.9554,0.0453,3.9456,0.0003,4.1596,0.0987
03/21/2025 08:00:00,13.0311,18.7851,20.7968,17.8450,0.0513,4.4652,0.0030,3.6998,0.1054
03/21/2025 09:00:00,13.7159,17.1281,18.9047,18.7776,0.0366,3.9345,0.0038,7.0301,0.1037
03/21/2025 10:00:00,12.9089,15.7999,17.7370,19.0177,0.0264,6.1002,0.0031,0.9555,0.1049
03/21/2025 11:00:00,13.8038,16.5765,15.7710,21.3649,0.0264,6.7275,0.0036,0.0432,0.1022
03/21/2025 12:00:00,11.5899,14.1604,13.4001,18.7438,0.0382,7.1716,0.0036,4.0400,0.1026
03/21/2025 13:00:00,12.8391,15.3901,16.8456,20.3303,0.0622,6.7548,0.0041,6.6973,0.1046
03/21/2025 14:00:00,11.1442,12.1983,15.1929,21.5116,0.0659,5.9312,0.0048,2.9628,0.1052
03/21/2025 15:00:00,11.5323,13.5523,13.5518,20.9590,0.0636,6.9659,0.0060,6.7381,0.1106
03/21/2025 16:00:00,8.7351,9.3307,9.3005,13.7947,0.0561,9.3022,0.0107,3.6407,0.1089
03/21/2025 17:00:00,8.8937,10.6592,9.9583,13.6033,0.0545,8.1264,0.0057,4.9388,0.1077
03/21/2025 18:00:00,8.8206,11.0443,10.0780,14.5222,0.0519,7.9462,0.0060,4.4963,0.1102
03/21/2025 19:00:00,7.7036,10.3638,9.3533,13.8202,0.0497,7.7205,0.0037,4.4164,0.1094
03/21/2025 20:00:00,7.6974,10.0662,9.1983,14.1809,0.0493,7.5420,0.0030,4.2173,0.1114
03/21/2025 21:00:00,8.3501,10.9639,10.0467,14.5148,0.0542,7.4454,0.0029,3.6980,0.1134
03/21/2025 22:00:00,9.5774,11.7994,11.2805,13.6119,0.0569,7.2064,0.0037,4.6684,0.1122
03/21/2025 23:00:00,8.0963,10.0540,9.6248,14.2906,0.0509,7.0048,0.0020,4.4007,0.1101
03/22/2025 00:00:00,7.8215,9.3771,9.0645,12.5966,0.0506,7.1273,0.0016,4.6283,0.1120
03/22/2025 01:00:00,7.8006,9.4793,9.1156,14.0662,0.0496,6.9928,0.0016,4.1963,0.1121
03/22/2025 02:00:00,7.2119,9.3477,8.7500,13.3631,0.0481,6.8768,0.0007,3.4182,0.1098
03/22/2025 03:00:00,7.1394,8.9192,8.5083,13.1557,0.0481,6.8662,0.0013,3.9873,0.1111
03/22/2025 04:00:00,7.5540,9.5613,9.7297,14.0732,0.0588,9.2025,0.0089,4.1395,0.1143
03/22/2025 05:00:00,7.9831,9.9949,9.6035,13.2303,0.0532,7.2466,0.0013,4.1371,0.1131
03/22/2025 06:00:00,9.0396,11.3741,11.2611,13.6517,0.0600,6.9797,0.0019,4.7252,0.1117
03/22/2025 07:00:00,7.2094,9.4960,11.1357,13.3476,0.0566,6.8064,0.0006,3.1652,0.1033
03/22/2025 08:00:00,6.5999,9.3288,11.2829,14.5509,0.0519,6.3148,0.0010,4.4984,0.1063
03/22/2025 09:00:00,5.6238,7.9394,9.6903,14.2738,0.0410,3.3312,0.0012,4.0433,0.1034
03/22/2025 10:00:00,6.0232,7.8645,9.6054,13.9898,0.0460,6.0727,0.0017,3.2125,0.1031
03/22/2025 11:00:00,5.7863,7.4370,6.9040,18.3309,0.0210,3.3163,0.0012,5.0594,0.1057
03/22/2025 12:00:00,6.9260,8.5845,7.6375,21.5844,0.0276,4.0995,0.0036,3.8628,0.1038
03/22/2025 13:00:00,5.5465,6.6708,7.4590,15.3625,0.0271,7.7147,0.0047,2.4200,0.1044
03/22/2025 14:00:00,6.4869,7.4341,9.8414,14.1294,0.0397,7.4735,0.0028,3.5794,0.1059
03/22/2025 15:00:00,5.5988,5.8188,6.0917,14.7565,0.0234,7.3714,0.0041,3.6214,0.1059
03/22/2025 16:00:00,6.8760,6.9220,6.1927,16.5356,0.0262,7.1566,0.0061,3.6519,0.1034
03/22/2025 17:00:00,6.3174,7.5866,6.7009,13.0634,0.0348,6.9094,0.0030,3.0554,0.1035
03/22/2025 18:00:00,7.5806,9.8088,9.4251,14.6280,0.0547,9.1342,0.0109,4.3123,0.1107
03/22/2025 19:00:00,7.8712,9.8913,8.8796,14.4751,0.0478,7.3608,0.0053,3.6320,0.1111
03/22/2025 20:00:00,7.5540,9.3720,8.5870,14.1774,0.0465,7.2093,0.0038,3.1385,0.1128
03/22/2025 21:00:00,7.8404,9.9912,9.2933,14.4290,0.0492,7.1047,0.0036,2.8885,0.1127
03/22/2025 22:00:00,8.6886,10.5304,10.0522,14.0057,0.0544,7.0072,0.0041,4.1517,0.1123
03/22/2025 23:00:00,7.9449,9.8090,9.8495,12.6537,0.0494,6.8856,0.0022,4.0083,0.1088
03/23/2025 00:00:00,7.9072,9.3528,9.5001,13.6383,0.0504,6.8973,0.0025,4.9557,0.1111
03/23/2025 01:00:00,7.4811,8.7446,8.7965,13.2077,0.0475,6.8968,0.0013,2.8476,0.1121
03/23/2025 02:00:00,5.9520,7.5025,7.1099,12.8495,0.0333,3.8400,0.0009,3.7352,0.1066
03/23/2025 03:00:00,7.3644,8.9120,8.7015,13.4552,0.0455,6.3606,0.0020,3.4543,0.1105
03/23/2025 04:00:00,6.5382,7.9839,7.5075,13.8159,0.0349,4.1393,0.0002,3.5240,0.1097
03/23/2025 05:00:00,6.6004,8.2257,7.9233,12.7382,0.0360,3.7464,0.0002,3.4080,0.1060
03/23/2025 06:00:00,7.7840,9.6970,10.0475,13.2515,0.0621,8.9094,0.0090,4.7432,0.1096
03/23/2025 07:00:00,7.7863,9.9421,12.3113,13.3145,0.0568,7.0205,0.0012,2.9519,0.1064
03/23/2025 08:00:00,5.5134,7.5793,9.4733,14.9863,0.0387,5.2622,0.0010,3.2298,0.1105
03/23/2025 09:00:00,4.7370,6.2473,7.5168,13.9156,0.0259,4.8851,0.0017,3.3285,0.1095
03/23/2025 10:00:00,4.5293,5.6246,5.8610,14.7144,0.0168,4.9048,0.0010,3.5721,0.1082
03/23/2025 11:00:00,5.3708,7.0004,7.0751,15.1253,0.0178,3.9596,0.0011,3.6408,0.1094
03/23/2025 12:00:00,5.9357,7.2440,7.4276,14.1551,0.0187,3.7690,0.0023,4.6055,0.1070
03/23/2025 13:00:00,5.3606,6.4177,6.3325,13.9696,0.0207,3.8641,0.0017,3.7074,0.1053
03/23/2025 14:00:00,5.2973,6.2462,6.4760,14.2644,0.0186,4.3153,0.0018,3.9608,0.1043
03/23/2025 15:00:00,5.7049,6.1747,5.8718,14.3966,0.0174,4.6716,0.0015,3.8502,0.1037
03/23/2025 16:00:00,5.8672,5.7045,5.0329,14.4170,0.0169,4.1829,0.0022,3.7479,0.1011
03/23/2025 17:00:00,6.1866,7.2115,6.1944,13.7648,0.0242,3.9494,0.0011,3.4913,0.1017
03/23/2025 18:00:00,6.7247,8.8069,8.4703,13.9623,0.0489,7.9547,0.0102,3.6918,0.1101
03/23/2025 19:00:00,7.1343,9.5181,8.6183,14.3033,0.0451,6.9336,0.0029,3.4981,0.1093
03/23/2025 20:00:00,6.8890,8.5274,7.7292,13.8173,0.0348,4.2570,0.0014,3.6369,0.1095
03/23/2025 21:00:00,7.4367,8.7862,8.1298,13.7372,0.0374,4.0176,0.0016,3.9207,0.1107
03/23/2025 22:00:00,7.2941,8.1286,7.5471,13.5456,0.0357,3.9095,0.0022,3.9957,0.1098
03/23/2025 23:00:00,7.9706,9.8862,10.0012,13.5919,0.0421,3.6527,0.0008,3.6524,0.1061
03/24/2025 00:00:00,6.1478,7.2881,7.0009,12.3737,0.0312,3.5112,0.0004,3.4127,0.1038
03/24/2025 01:00:00,6.5350,7.8183,7.5897,12.7463,0.0345,3.5662,0.0012,3.9536,0.1053
03/24/2025 02:00:00,6.0309,7.8005,7.2489,13.5023,0.0321,3.5824,0.0009,3.4940,0.1057
03/24/2025 03:00:00,6.4911,7.7556,7.2081,13.3201,0.0321,3.5049,0.0004,3.5297,0.1081
03/24/2025 04:00:00,6.0056,7.4322,6.9117,12.8533,0.0307,3.4419,0.0011,3.8542,0.1081
03/24/2025 05:00:00,6.5993,8.3436,7.7430,13.3375,0.0331,3.2522,0.0002,3.4944,0.1078
03/24/2025 06:00:00,7.0521,8.9901,9.1363,13.7413,0.0560,9.0801,0.0091,3.4152,0.1122
03/24/2025 07:00:00,8.0678,10.8370,13.1731,13.4890,0.0614,6.6861,0.0013,4.7217,0.1039
03/24/2025 08:00:00,5.5650,8.0868,11.6924,14.4107,0.0442,4.5126,0.0050,4.2199,0.1117
03/24/2025 09:00:00,5.5518,6.6871,8.9982,17.6348,0.0281,3.8311,0.0027,2.3346,0.1104
03/24/2025 10:00:00,5.5116,5.9636,7.2197,16.6907,0.0219,5.5357,0.0025,0.0449,0.1085
03/24/2025 11:00:00,4.5498,5.2850,4.8414,15.2790,0.0144,6.0631,0.0010,0.0334,0.1024
03/24/2025 12:00:00,6.6541,7.8109,7.2535,16.3160,0.0241,6.3446,0.0017,5.2675,0.1062
03/24/2025 13:00:00,7.1063,7.6509,9.4308,15.4452,0.0347,6.7149,0.0019,7.0694,0.1021
03/24/2025 14:00:00,7.2090,7.7263,9.9110,15.6174,0.0344,6.0416,0.0015,6.2395,0.1019
03/24/2025 15:00:00,10.5526,13.5150,13.7529,17.8913,0.0604,7.1615,0.0030,6.2350,0.1107
03/24/2025 16:00:00,7.9476,9.6445,8.4544,11.6999,0.0459,7.1819,0.0020,4.7992,0.1087
03/24/2025 17:00:00,8.3315,10.5862,9.0969,16.0158,0.0459,6.9330,0.0031,3.4703,0.1078
03/24/2025 18:00:00,8.7757,11.3335,9.8278,16.4090,0.0488,6.9162,0.0039,4.6405,0.1117
03/24/2025 19:00:00,7.8447,11.3032,10.4186,16.5656,0.0563,8.7104,0.0074,4.6558,0.1128
03/24/2025 20:00:00,8.0787,11.0851,10.0297,15.3799,0.0516,7.5860,0.0036,4.4362,0.1136
03/24/2025 21:00:00,8.5842,11.3693,10.2415,16.0419,0.0520,7.0357,0.0038,3.6145,0.1133
03/24/2025 22:00:00,8.7050,10.8124,9.7430,16.3988,0.0498,6.8826,0.0032,4.4438,0.1119
03/24/2025 23:00:00,8.6827,11.3919,10.7080,15.3296,0.0552,6.7300,0.0012,3.3880,0.1100
03/25/2025 00:00:00,9.0083,11.8509,11.3665,16.0418,0.0529,6.7232,0.0015,4.3412,0.1095
03/25/2025 01:00:00,7.7352,9.8317,9.0151,15.2905,0.0405,4.0978,0.0005,5.0522,0.1103
03/25/2025 02:00:00,6.6955,8.9455,7.9331,13.6739,0.0396,4.7104,0.0006,3.4999,0.1094
03/25/2025 03:00:00,7.9582,9.8831,9.7038,15.5992,0.0465,6.0754,0.0029,4.5517,0.1114
03/25/2025 04:00:00,7.1378,8.7992,8.3653,15.6753,0.0372,4.3770,0.0002,3.4389,0.1068
03/25/2025 05:00:00,7.1547,8.8686,8.5565,14.1970,0.0377,3.8335,0.0007,4.2700,0.1040
03/25/2025 06:00:00,6.8859,8.1243,7.6720,14.0397,0.0347,3.9549,0.0008,3.5109,0.1068
03/25/2025 07:00:00,7.7370,10.4938,13.1036,14.7600,0.0687,8.5306,0.0070,4.8486,0.1072
03/25/2025 08:00:00,7.7952,11.4594,14.3205,14.6315,0.0622,6.7017,0.0036,3.8314,0.1063
03/25/2025 09:00:00,7.2456,9.0573,11.6271,15.5216,0.0456,6.9182,0.0014,4.4200,0.1048
03/25/2025 10:00:00,7.0546,8.6854,11.2461,16.4675,0.0451,6.0859,0.0017,4.2692,0.1064
03/25/2025 11:00:00,8.0139,9.4855,9.4442,18.2568,0.0408,7.1480,0.0028,4.5239,0.1058
03/25/2025 12:00:00,6.4946,7.9138,7.3352,14.8086,0.0334,7.1740,0.0022,4.6377,0.1057
03/25/2025 13:00:00,8.1284,9.4251,11.5251,15.2792,0.0447,6.9819,0.0024,4.2794,0.1047
03/25/2025 14:00:00,9.3148,9.8327,11.8922,15.5025,0.0404,6.5304,0.0044,6.2061,0.1021
03/25/2025 15:00:00,8.5421,9.6192,9.9326,16.9862,0.0384,6.2355,0.0042,1.8654,0.1062
03/25/2025 16:00:00,8.7567,9.1123,8.8838,14.7904,0.0386,7.4877,0.0058,4.6307,0.1057
03/25/2025 17:00:00,7.1639,8.5324,7.7869,13.4046,0.0397,7.2398,0.0039,4.1473,0.1057
03/25/2025 18:00:00,7.5306,9.6902,8.7993,13.4457,0.0452,7.0476,0.0039,4.0565,0.1086
03/25/2025 19:00:00,7.7737,9.7567,9.0420,13.0585,0.0476,6.8766,0.0043,4.6574,0.1088
03/25/2025 20:00:00,8.0385,10.4193,10.5032,15.2314,0.0607,9.3379,0.0109,4.9178,0.1150
03/25/2025 21:00:00,7.9000,10.1340,9.3736,13.4750,0.0496,7.1752,0.0043,3.5475,0.1126
03/25/2025 22:00:00,8.1175,9.9501,9.3775,13.8680,0.0489,7.0334,0.0029,4.5843,0.1131
03/25/2025 23:00:00,7.4648,8.9147,8.7982,12.3025,0.0477,6.7880,0.0016,4.1152,0.1082
03/26/2025 00:00:00,8.7865,10.9551,11.2610,13.0532,0.0563,6.6892,0.0014,3.7042,0.1081
03/26/2025 01:00:00,7.5195,9.0383,8.9875,12.3215,0.0482,6.7009,0.0013,4.3672,0.1077
03/26/2025 02:00:00,6.5737,8.5409,8.0942,13.1145,0.0395,4.2886,0.0013,4.6020,0.1058
03/26/2025 03:00:00,7.1971,8.8625,8.5465,13.0432,0.0429,5.9275,0.0023,3.8163,0.1074
03/26/2025 04:00:00,6.2696,7.7493,7.2451,12.9791,0.0333,3.2833,0.0002,4.3945,0.1075
03/26/2025 05:00:00,7.4513,9.3879,8.9694,14.9576,0.0422,4.3781,0.0004,3.4495,0.1099
03/26/2025 06:00:00,7.5227,9.2501,8.8312,13.9972,0.0425,5.5390,0.0012,4.3720,0.1074
03/26/2025 07:00:00,6.4474,8.1072,10.2413,13.9784,0.0413,3.0239,0.0005,4.2465,0.1034
03/26/2025 08:00:00,10.9114,16.7309,21.2531,15.5788,0.0943,8.6051,0.0099,6.3769,0.1082
03/26/2025 09:00:00,8.5653,11.7225,14.5428,18.2053,0.0529,5.5306,0.0037,7.0452,0.1070
03/26/2025 10:00:00,7.4825,9.0587,11.4780,15.5614,0.0409,4.4135,0.0023,7.1930,0.1071
03/26/2025 11:00:00,10.8330,13.6040,12.7787,17.8884,0.0462,6.7422,0.0027,6.0729,0.1091
03/26/2025 12:00:00,11.0085,13.8246,12.9088,19.1806,0.0466,7.0248,0.0036,6.8927,0.1081
03/26/2025 13:00:00,13.0810,16.3811,17.6538,22.7176,0.0658,6.1942,0.0050,7.4615,0.1075
03/26/2025 14:00:00,11.6114,13.7494,16.0330,19.6893,0.0615,4.5156,0.0038,7.2020,0.1051
03/26/2025 15:00:00,9.2288,10.1672,10.6218,17.4518,0.0430,6.3529,0.0036,0.0477,0.1057
03/26/2025 16:00:00,8.8554,10.7760,9.1876,15.8413,0.0438,6.2029,0.0018,4.9105,0.1080
03/26/2025 17:00:00,7.8228,10.8438,9.0603,13.8521,0.0447,6.7598,0.0014,4.7378,0.1076
03/26/2025 18:00:00,7.2435,10.6566,8.6473,14.5905,0.0445,6.6515,0.0010,3.5009,0.1091
03/26/2025 19:00:00,7.4592,9.6228,7.8823,14.1845,0.0375,4.3524,0.0022,3.5250,0.1092
03/26/2025 20:00:00,7.0993,9.9193,8.2647,14.1201,0.0357,3.8850,0.0002,5.3412,0.1111
03/26/2025 21:00:00,7.8964,10.9625,9.6810,14.9101,0.0548,7.9440,0.0057,3.5816,0.1151
03/26/2025 22:00:00,8.2781,10.8526,9.6591,14.8203,0.0563,8.2202,0.0061,4.4985,0.1123
03/26/2025 23:00:00,7.8099,10.1396,9.1396,14.8398,0.0488,6.7928,0.0012,3.6279,0.1096
03/27/2025 00:00:00,8.1082,10.6271,9.7614,13.2139,0.0541,6.7548,0.0007,3.4911,0.1117
03/27/2025 01:00:00,8.3555,10.4408,9.4625,13.7982,0.0415,3.8081,0.0009,4.6819,0.1088
03/27/2025 02:00:00,6.8252,9.8145,8.0724,14.3869,0.0397,4.2144,0.0005,5.0528,0.1095
03/27/2025 03:00:00,7.1588,8.9079,7.9511,14.1488,0.0394,4.7359,0.0016,3.5351,0.1100
03/27/2025 04:00:00,7.1717,9.0782,8.2232,14.6332,0.0369,4.0989,0.0002,4.4618,0.1089
03/27/2025 05:00:00,6.9144,8.8828,7.9782,13.7209,0.0362,3.7776,0.0005,3.8242,0.1080
03/27/2025 06:00:00,6.7874,8.1895,7.2112,14.0022,0.0333,3.8045,0.0009,3.7418,0.1081
03/27/2025 07:00:00,6.9808,9.2965,10.7345,14.7376,0.0472,4.1369,0.0009,4.1892,0.1030
03/27/2025 08:00:00,7.3284,11.1577,14.3036,15.2793,0.0645,5.3530,0.0043,5.8065,0.1054
03/27/2025 09:00:00,8.5389,11.1645,13.8866,14.3015,0.0568,5.6340,0.0035,6.3137,0.1010
03/27/2025 10:00:00,7.7201,9.9064,12.8143,14.4058,0.0597,8.3440,0.0078,5.7934,0.1050
03/27/2025 11:00:00,8.4260,10.2054,9.6964,14.2050,0.0448,6.4871,0.0020,6.2615,0.1060
03/27/2025 12:00:00,7.5053,9.1195,8.3397,13.8052,0.0421,6.8520,0.0016,6.1947,0.1048
03/27/2025 13:00:00,9.6232,11.1990,12.7525,16.2909,0.0527,4.6443,0.0023,8.7021,0.1033
03/27/2025 14:00:00,9.0925,10.7471,13.0638,15.7599,0.0516,3.8466,0.0010,8.9202,0.1019
03/27/2025 15:00:00,8.5781,10.4181,10.3952,18.1565,0.0487,7.0351,0.0023,3.9802,0.1066
03/27/2025 16:00:00,8.5681,10.1864,9.7221,14.9812,0.0522,7.0659,0.0049,4.8739,0.1061
03/27/2025 17:00:00,7.9501,9.4232,8.6410,14.1654,0.0463,6.9478,0.0053,3.6000,0.1079
03/27/2025 18:00:00,7.5681,10.4106,9.4340,15.1563,0.0491,6.7871,0.0026,3.4108,0.1083
03/27/2025 19:00:00,8.9621,11.5016,11.1947,15.5946,0.0514,6.7181,0.0039,3.4474,0.1087
03/27/2025 20:00:00,7.9342,9.6694,9.2258,14.4805,0.0469,6.7551,0.0032,3.5057,0.1097
03/27/2025 21:00:00,8.4502,10.6307,10.0271,14.6889,0.0494,6.7929,0.0032,4.3701,0.1133
03/27/2025 22:00:00,7.2215,8.8948,8.5856,13.8282,0.0463,6.6058,0.0041,4.0419,0.1113
03/27/2025 23:00:00,7.9432,9.6056,10.0390,13.6575,0.0553,8.6118,0.0079,4.5952,0.1120
03/28/2025 00:00:00,7.9199,9.5916,9.6747,14.5239,0.0484,6.9329,0.0016,3.5535,0.1125
03/28/2025 01:00:00,7.0620,8.6842,8.4880,13.1805,0.0456,6.8115,0.0012,3.4335,0.1107
03/28/2025 02:00:00,6.9368,8.8736,8.5772,13.8852,0.0417,5.0103,0.0010,3.9385,0.1082
03/28/2025 03:00:00,7.9923,10.2170,10.0931,13.9980,0.0399,3.8774,0.0003,3.7930,0.1079
03/28/2025 04:00:00,6.9903,8.9827,8.9400,13.2137,0.0470,6.8225,0.0013,3.7201,0.1105
03/28/2025 05:00:00,7.2261,8.6196,8.2963,13.9378,0.0322,2.5356,0.0003,4.4614,0.1073
03/28/2025 06:00:00,6.4115,7.4834,6.8918,13.2200,0.0273,3.2462,0.0000,3.5656,0.1024
03/28/2025 07:00:00,6.0502,7.5167,9.3741,14.1282,0.0357,3.2788,0.0002,3.3608,0.1043
03/28/2025 08:00:00,7.2987,9.4717,12.4314,15.4733,0.0385,2.3024,0.0033,5.8597,0.1124
03/28/2025 09:00:00,7.2830,9.0277,10.7350,14.8177,0.0285,2.7777,0.0012,5.5234,0.1127
03/28/2025 10:00:00,8.5802,10.5818,12.5611,17.7768,0.0378,4.8962,0.0023,5.5159,0.1055
03/28/2025 11:00:00,10.1811,12.3627,12.3169,18.3683,0.0425,4.7145,0.0036,6.1380,0.1083
03/28/2025 12:00:00,9.4616,10.6298,10.4002,17.4543,0.0398,8.8738,0.0107,5.6261,0.1084
03/28/2025 13:00:00,9.3952,9.7862,11.3553,16.1580,0.0362,7.3327,0.0031,3.8677,0.1074
03/28/2025 14:00:00,7.7185,8.3428,9.8293,15.1130,0.0357,6.3313,0.0022,0.0456,0.1074
03/28/2025 15:00:00,8.3722,8.8240,9.0533,18.6686,0.0321,7.5200,0.0054,4.2877,0.1071
03/28/2025 16:00:00,7.3045,7.3830,6.6993,14.2415,0.0346,7.3335,0.0053,3.6046,0.1054
03/28/2025 17:00:00,7.3011,8.4276,7.2705,13.9157,0.0399,7.1496,0.0045,4.7001,0.1055
03/28/2025 18:00:00,7.7171,9.4286,8.2119,14.1492,0.0456,6.9789,0.0040,3.4634,0.1080
03/28/2025 19:00:00,8.6321,11.9620,11.5087,15.6287,0.0561,6.9127,0.0029,4.0001,0.1112
03/28/2025 20:00:00,7.9754,10.6285,10.2065,16.1454,0.0484,6.9086,0.0023,3.3706,0.1117
03/28/2025 21:00:00,7.8640,10.6180,10.0764,15.2698,0.0493,6.8586,0.0021,3.7343,0.1129
03/28/2025 22:00:00,7.6640,9.6518,9.1301,14.3437,0.0467,6.7423,0.0037,3.8285,0.1107
03/28/2025 23:00:00,7.3863,8.7820,8.9053,14.6198,0.0413,4.6242,0.0012,4.1071,0.1086
03/29/2025 00:00:00,8.5629,10.9692,11.7707,14.3613,0.0527,8.1604,0.0085,3.9390,0.1125
03/29/2025 01:00:00,10.4466,13.1018,13.1446,15.8735,0.0313,3.2667,0.0000,3.5236,0.1054
03/29/2025 02:00:00,12.7207,17.1557,17.3682,16.1972,0.0292,3.2041,0.0000,3.1804,0.1023
03/29/2025 03:00:00,13.9634,18.6384,19.3958,16.1155,0.0378,3.2252,0.0000,4.0588,0.1058
03/29/2025 04:00:00,12.9114,16.9831,17.0802,15.4004,0.0321,3.1682,0.0000,3.1792,0.1009
03/29/2025 05:00:00,13.1041,17.1633,17.0045,15.4550,0.0349,3.1430,0.0001,4.5572,0.1024
03/29/2025 06:00:00,12.4576,16.2747,16.1634,16.3066,0.0321,3.1373,0.0000,3.1311,0.1010
03/29/2025 07:00:00,12.2370,16.8838,18.5418,16.8088,0.0420,3.1227,0.0007,3.8707,0.1008
03/29/2025 08:00:00,15.0770,23.4374,23.5802,17.5247,0.0813,5.3619,0.0036,5.3595,7.9153
03/29/2025 09:00:00,13.6065,20.5086,20.7389,16.7903,0.0873,4.5422,0.0060,1.1812,15.9483
03/29/2025 10:00:00,14.2862,21.2952,21.1973,18.7260,0.0868,6.1263,0.0053,2.9498,15.1808
03/29/2025 11:00:00,17.1259,25.4477,22.6242,21.6402,0.0797,6.7175,0.0054,3.2362,14.7182
03/29/2025 12:00:00,16.8508,24.1152,22.1726,28.0908,0.0779,7.9674,0.0114,3.4178,13.2522
03/29/2025 13:00:00,16.8537,24.2484,24.7995,27.6798,0.0955,8.1156,0.0113,2.2993,12.9899
03/29/2025 14:00:00,15.5589,23.7623,23.8057,16.9507,0.0507,6.8637,0.0016,2.2775,3.0197
03/29/2025 15:00:00,8.2164,11.8024,10.6175,16.6021,0.0393,6.9282,0.0011,2.4031,0.1066
03/29/2025 16:00:00,7.5544,9.8873,8.0221,15.5201,0.0400,6.8173,0.0028,2.3824,0.1066
03/29/2025 17:00:00,8.5720,9.9201,8.2762,15.5630,0.0452,6.7411,0.0053,3.2707,0.1073
03/29/2025 18:00:00,7.6919,9.7451,8.3935,15.7362,0.0423,6.7041,0.0036,3.5341,0.1062
03/29/2025 19:00:00,8.0266,10.5280,9.2201,16.3301,0.0477,6.7580,0.0028,2.4371,0.1109
03/29/2025 20:00:00,8.5327,11.0804,10.3805,15.0876,0.0504,6.7552,0.0026,2.4706,0.1107
03/29/2025 21:00:00,6.9818,8.7973,8.0420,14.6280,0.0370,3.9912,0.0010,2.4042,0.1064
03/29/2025 22:00:00,8.0893,9.4856,8.6874,17.5360,0.0369,4.0325,0.0025,2.4647,0.1089
03/29/2025 23:00:00,7.8343,8.9465,8.4851,14.8206,0.0426,5.3178,0.0026,4.3998,0.1097
03/30/2025 00:00:00,8.2474,9.6874,9.5944,15.0835,0.0467,6.2810,0.0048,4.1579,0.1126
03/30/2025 02:00:00,7.4028,8.8782,8.5864,14.5013,0.0507,8.1814,0.0057,2.4546,0.1110
03/30/2025 03:00:00,6.6913,8.8957,8.1705,14.4430,0.0436,6.6585,0.0010,2.3748,0.1048
03/30/2025 04:00:00,7.1774,9.0860,8.4212,14.0242,0.0406,4.9335,0.0010,3.8638,0.1053
03/30/2025 05:00:00,7.4905,9.6928,9.3550,14.0239,0.0413,4.3561,0.0004,2.3969,0.1051
03/30/2025 06:00:00,7.0067,8.6570,7.9622,13.7812,0.0347,3.2852,0.0002,3.7753,0.1042
03/30/2025 07:00:00,7.2519,9.0194,8.3807,14.3333,0.0390,4.4728,0.0017,4.1908,0.1063
03/30/2025 08:00:00,5.8915,7.2216,8.8760,15.2168,0.0338,3.0245,0.0001,2.4807,0.1066
03/30/2025 09:00:00,5.6909,7.6295,9.4191,15.4566,0.0321,3.3398,0.0003,3.1185,0.1106
03/30/2025 10:00:00,5.9026,8.6998,10.2185,16.0863,0.0430,6.8480,0.0008,3.3664,0.1097
03/30/2025 11:00:00,6.1145,8.7170,10.3572,15.5853,0.0423,6.6587,0.0011,4.0359,0.1045
03/30/2025 12:00:00,5.4803,7.2421,6.1568,15.5873,0.0186,2.9892,0.0003,2.4133,0.1016
03/30/2025 13:00:00,7.0950,10.1065,9.6962,14.6396,0.0443,6.7984,0.0043,5.0357,0.1060
03/30/2025 14:00:00,7.0642,9.0346,10.9413,14.7313,0.0539,8.1610,0.0045,2.4339,0.1059
03/30/2025 15:00:00,7.8989,9.4671,10.2373,15.4477,0.0460,6.8712,0.0019,4.2688,0.1065
03/30/2025 16:00:00,6.4885,7.3545,6.5449,15.3796,0.0235,3.7194,0.0010,3.8651,0.1052
03/30/2025 17:00:00,7.0796,7.3422,6.4838,14.7691,0.0273,4.6449,0.0034,2.9147,0.1046
03/30/2025 18:00:00,7.1023,8.8402,7.7034,15.4565,0.0314,4.6261,0.0021,4.1785,0.1059
03/30/2025 19:00:00,6.9014,8.9604,7.8441,15.1237,0.0338,4.0117,0.0015,4.7177,0.1072
03/30/2025 20:00:00,6.5558,8.5654,7.4863,15.3624,0.0299,3.2295,0.0006,2.4568,0.1060
03/30/2025 21:00:00,7.9846,10.3015,9.3617,15.8768,0.0385,3.1348,0.0014,4.1602,0.1100
03/30/2025 22:00:00,7.6892,9.9337,8.9417,14.8044,0.0372,3.5822,0.0008,4.2359,0.1103
03/30/2025 23:00:00,7.3501,8.5481,7.7819,15.2514,0.0337,3.5827,0.0017,2.4945,0.1084
03/31/2025 00:00:00,7.1868,8.5177,8.0404,14.4628,0.0351,3.8976,0.0013,4.0502,0.1064
