Time Bucket (Europe/London),Dalys Seafoods-Mains_A (kWatts),Dalys Seafoods-Mains_B (kWatts),Dalys Seafoods-Mains_C (kWatts),Dalys Seafoods-Room/Multi-use Circuit-Sheds & Container Cold Rooms (kWatts),Dalys Seafoods-Other-Slicing Room (kWatts),Dalys Seafoods-Other-Big Freezer (kWatts),Dalys Seafoods-Other-Finished Smoked Cold Room (kWatts),Dalys Seafoods-Other-Big Cold Room (kWatts),Dalys Seafoods-Other-Smoker (kWatts)
03/04/2025 21:00:00,8.1083,11.2585,11.1380,12.7094,0.0663,6.6849,0.0025,3.7758,0.1130
03/04/2025 21:15:00,9.6625,12.2140,12.1706,15.5170,0.0499,4.1493,0.0037,6.6545,0.1117
03/04/2025 21:30:00,9.3051,11.7293,11.5341,15.9816,0.0335,0.8574,0.0001,4.0933,0.1097
03/04/2025 21:45:00,7.0180,8.9105,8.7067,13.0344,0.0387,5.4764,0.0023,2.5289,0.1112
03/04/2025 22:00:00,8.3026,10.2616,10.0505,13.3198,0.0493,6.7380,0.0038,4.6353,0.1116
03/04/2025 22:15:00,5.8846,7.0958,6.7722,13.5956,0.0259,1.7110,0.0011,4.4595,0.1060
03/04/2025 22:30:00,6.9728,8.6952,8.2793,15.0381,0.0276,1.8452,0.0000,2.4294,0.1042
03/04/2025 22:45:00,6.8405,8.3747,7.9774,13.6642,0.0406,6.0859,0.0027,3.2105,0.1096
03/04/2025 23:00:00,8.7449,10.5587,10.4244,14.5658,0.0480,5.8167,0.0042,5.7219,0.1088
03/04/2025 23:15:00,5.1245,6.0914,5.7682,14.2160,0.0189,0.3795,0.0000,2.4310,0.1014
03/04/2025 23:30:00,5.4368,6.6633,6.4896,12.7315,0.0247,2.8285,0.0001,2.4274,0.1029
03/04/2025 23:45:00,8.9567,11.5536,11.9844,15.0136,0.0537,6.6692,0.0038,6.3485,0.1101
03/05/2025 00:00:00,6.4897,7.1012,7.1154,13.9005,0.0325,3.5234,0.0023,2.4446,0.1070
03/05/2025 00:15:00,4.6339,5.5480,5.2551,11.9826,0.0194,0.9428,0.0000,2.4604,0.1019
03/05/2025 00:30:00,7.8734,9.7445,9.9945,13.2655,0.0401,4.7747,0.0026,6.2409,0.1063
03/05/2025 00:45:00,7.0003,8.4635,8.6463,13.3467,0.0447,6.6884,0.0041,2.4444,0.1092
03/05/2025 01:00:00,5.7800,6.4038,6.4505,13.6621,0.0233,1.2745,0.0008,2.4636,0.1042
03/05/2025 01:15:00,7.6530,8.6346,8.7500,13.7839,0.0307,1.9415,0.0004,5.4006,0.1079
03/05/2025 01:30:00,7.6171,8.1110,8.1641,13.1603,0.0431,6.1723,0.0031,3.4023,0.1117
03/05/2025 01:45:00,6.4741,7.5042,7.3752,14.1816,0.0357,4.2493,0.0015,2.5023,0.1101
03/05/2025 02:00:00,7.2352,8.6245,8.7752,14.1687,0.0273,0.5839,0.0000,4.4411,0.1066
03/05/2025 02:15:00,6.9794,8.0377,7.6708,13.2802,0.0355,4.7147,0.0007,4.4161,0.1110
03/05/2025 02:30:00,5.8935,8.2966,8.4504,13.5795,0.0494,8.2900,0.0063,2.4838,0.1111
03/05/2025 02:45:00,6.5245,10.0746,10.7694,14.6807,0.0618,10.4324,0.0125,2.9795,0.1149
03/05/2025 03:00:00,6.9837,9.8602,10.8574,14.1324,0.0621,10.3066,0.0137,6.0294,0.1141
03/05/2025 03:15:00,7.5920,9.6836,9.4818,14.1734,0.0551,7.6315,0.0054,4.5873,0.1142
03/05/2025 03:30:00,7.8984,10.0201,10.1512,12.2018,0.0509,7.1246,0.0042,7.0520,0.1117
03/05/2025 03:45:00,7.0387,9.1015,8.8262,13.9035,0.0466,6.9473,0.0016,2.4976,0.1130
03/05/2025 04:00:00,7.5243,8.4529,8.5929,14.3512,0.0465,6.8681,0.0034,2.5026,0.1123
03/05/2025 04:15:00,8.1131,10.3953,10.2181,14.8817,0.0492,6.8126,0.0023,6.4818,0.1148
03/05/2025 04:30:00,6.7133,9.3544,9.5274,12.1986,0.0414,4.8605,0.0009,4.7594,0.1086
03/05/2025 04:45:00,5.2919,8.0204,7.2777,16.3726,0.0269,1.4531,0.0000,2.5257,0.1083
03/05/2025 05:00:00,7.3266,9.3150,9.3605,12.8635,0.0495,5.6924,0.0009,2.4997,0.1119
03/05/2025 05:15:00,9.0253,12.0419,11.9735,14.0066,0.0623,6.0678,0.0014,6.3998,0.1145
03/05/2025 05:30:00,7.3079,8.5755,9.0814,12.3901,0.0286,0.4314,0.0000,2.4234,0.1007
03/05/2025 05:45:00,8.5449,10.7920,10.9418,13.5847,0.0425,4.4534,0.0006,2.3916,0.1077
03/05/2025 06:00:00,8.3310,9.5169,9.8366,12.8655,0.0494,6.5971,0.0053,5.8194,0.1068
03/05/2025 06:15:00,5.7683,7.4973,7.1017,14.9485,0.0238,0.8475,0.0002,2.7122,0.1019
03/05/2025 06:30:00,6.8040,7.8269,8.0365,13.6567,0.0291,3.0383,0.0007,2.3849,0.1007
03/05/2025 06:45:00,7.2284,9.3269,10.9722,12.7969,0.0543,6.6382,0.0030,4.5621,0.1036
03/05/2025 07:00:00,5.7703,7.0146,9.9362,12.9613,0.0434,2.6567,0.0012,3.9048,0.0998
03/05/2025 07:15:00,6.3846,7.4645,10.0697,13.8155,0.0394,1.5571,0.0002,2.3654,0.0996
03/05/2025 07:30:00,7.1367,8.2652,11.0169,13.8108,0.0529,5.4288,0.0017,3.2381,0.1004
03/05/2025 07:45:00,7.1434,9.5519,12.2893,12.3253,0.0550,4.4833,0.0018,5.2400,0.1004
03/05/2025 08:00:00,6.7863,8.3456,11.7146,14.9092,0.0481,1.9588,0.0009,5.1556,0.0988
03/05/2025 08:15:00,10.4127,14.5605,18.2602,16.9668,0.0837,6.5724,0.0052,5.6310,0.1024
03/05/2025 08:30:00,9.6842,15.6675,18.8828,15.4307,0.0822,6.4399,0.0052,5.4733,0.1056
03/05/2025 08:45:00,8.4168,12.8919,13.8442,15.4470,0.0469,1.9668,0.0007,5.4313,0.1039
03/05/2025 09:00:00,9.5075,13.1632,13.6212,15.1783,0.0621,6.6869,0.0006,2.3779,0.1091
03/05/2025 09:15:00,9.9574,14.4273,16.5279,16.6552,0.0754,6.1845,0.0034,3.4800,0.1069
03/05/2025 09:30:00,10.0142,13.0184,15.2940,17.9854,0.0571,1.5931,0.0029,6.4969,0.1063
03/05/2025 09:45:00,12.8009,18.0018,20.3421,18.9164,0.0886,6.2332,0.0029,8.1229,0.1122
03/05/2025 10:00:00,10.1566,13.4702,15.9283,13.4406,0.0753,6.7381,0.0007,2.3979,0.1079
03/05/2025 10:15:00,10.1624,13.1727,16.0055,18.0876,0.0708,6.4997,0.0034,2.3994,0.1068
03/05/2025 10:30:00,10.7800,15.9272,17.9697,21.8788,0.0723,5.4963,0.0039,6.7469,0.1126
03/05/2025 10:45:00,10.7103,14.1003,14.3331,22.7321,0.0547,5.2166,0.0029,2.4066,0.1128
03/05/2025 11:00:00,10.1030,12.8673,13.0608,22.4885,0.0533,5.4555,0.0024,6.1506,0.1137
03/05/2025 11:15:00,9.0683,12.3754,12.6741,19.5432,0.0563,6.7921,0.0023,6.8045,0.1121
03/05/2025 11:30:00,10.9192,13.6035,13.0195,22.2218,0.0473,2.2929,0.0017,5.1530,0.1145
03/05/2025 11:45:00,9.6948,11.7990,11.6414,20.5537,0.0371,1.4563,0.0002,7.8430,0.1104
03/05/2025 12:00:00,8.2291,9.9628,9.1212,22.8729,0.0269,0.3969,0.0006,4.3734,0.1107
03/05/2025 12:15:00,11.3489,13.5667,14.0751,20.6943,0.0572,6.1438,0.0046,8.9816,0.1147
03/05/2025 12:30:00,8.1515,10.4364,10.1055,16.4977,0.0470,6.9727,0.0021,2.5450,0.1140
03/05/2025 12:45:00,10.6842,10.9586,11.7444,15.3421,0.0554,6.8569,0.0092,9.6006,0.1108
03/05/2025 13:00:00,8.2334,9.9102,12.1561,18.6789,0.0593,6.6755,0.0026,2.9041,0.1055
03/05/2025 13:15:00,11.7394,13.3925,16.3437,20.0132,0.0753,5.5469,0.0038,8.3222,0.1085
03/05/2025 13:30:00,11.5699,12.3098,13.4642,21.3075,0.0593,5.8892,0.0043,4.3914,0.1102
03/05/2025 13:45:00,12.6060,14.2084,15.7389,22.2782,0.0611,6.6990,0.0075,6.5930,0.1085
03/05/2025 14:00:00,11.0375,13.2489,14.6832,20.0011,0.0613,6.2449,0.0039,6.3248,0.1077
03/05/2025 14:15:00,14.9880,16.9027,17.9960,22.3625,0.0713,6.4981,0.0074,5.3251,0.1101
03/05/2025 14:30:00,12.4193,15.0513,15.2784,17.7699,0.0617,6.1996,0.0043,9.0677,0.1105
03/05/2025 14:45:00,9.3403,10.6579,10.4155,15.3445,0.0470,5.6649,0.0030,4.3872,0.1075
03/05/2025 15:00:00,11.3674,14.6093,14.4888,19.2690,0.0618,6.6620,0.0026,6.5663,0.1118
03/05/2025 15:15:00,10.1227,13.8482,13.0587,20.1923,0.0568,6.5869,0.0023,5.7037,0.1101
03/05/2025 15:30:00,9.5488,11.9770,12.1560,15.8371,0.0664,8.6798,0.0084,4.2029,0.1104
03/05/2025 15:45:00,9.7441,12.0713,12.7643,16.4465,0.0664,10.0530,0.0141,8.9466,0.1108
03/05/2025 16:00:00,9.3829,11.7488,12.1172,13.7550,0.0628,9.4133,0.0123,8.1708,0.1095
03/05/2025 16:15:00,8.3825,11.0743,9.8550,18.5752,0.0518,7.5851,0.0044,2.3439,0.1091
03/05/2025 16:30:00,8.6016,11.6134,9.4879,15.5756,0.0508,7.2780,0.0034,6.1510,0.1119
03/05/2025 16:45:00,7.1346,10.9014,8.3075,12.6465,0.0465,7.1465,0.0008,2.3993,0.1118
03/05/2025 17:00:00,7.1767,10.4357,7.6658,14.9350,0.0446,7.1823,0.0011,2.4803,0.1153
03/05/2025 17:15:00,9.1233,11.7569,9.1394,14.3974,0.0497,7.1236,0.0042,6.2239,0.1159
03/05/2025 17:30:00,7.2556,10.7091,8.4367,13.3519,0.0461,7.0477,0.0020,2.4640,0.1132
03/05/2025 17:45:00,6.9447,10.3720,7.9678,16.4865,0.0441,6.9906,0.0018,2.4529,0.1137
03/05/2025 18:00:00,8.0098,10.5907,8.3673,13.2207,0.0468,6.9554,0.0039,6.1468,0.1129
03/05/2025 18:15:00,7.8608,11.6178,9.4105,14.7995,0.0472,6.8773,0.0024,2.4127,0.1115
03/05/2025 18:30:00,7.6312,9.7709,7.9574,14.6813,0.0441,6.8451,0.0060,3.0411,0.1093
03/05/2025 18:45:00,7.7857,9.9374,8.5048,13.2260,0.0457,6.8164,0.0061,5.3384,0.1092
03/05/2025 19:00:00,7.6557,10.8229,9.2840,15.0259,0.0466,6.7837,0.0038,2.4079,0.1095
03/05/2025 19:15:00,8.2017,10.9454,8.7230,13.0874,0.0474,6.8056,0.0028,4.7208,0.1131
03/05/2025 19:30:00,8.1290,10.4860,8.4324,15.4809,0.0466,6.8237,0.0035,3.8572,0.1133
03/05/2025 19:45:00,6.6501,9.1336,7.2662,11.3464,0.0439,6.8763,0.0010,2.5016,0.1137
03/05/2025 20:00:00,8.7112,12.4254,10.6838,17.2100,0.0512,6.8118,0.0034,6.3096,0.1146
03/05/2025 20:15:00,7.7215,9.7875,7.8960,13.9278,0.0449,6.7702,0.0030,2.4689,0.1133
03/05/2025 20:30:00,6.7447,9.6279,7.7084,15.1170,0.0431,6.7971,0.0015,2.4882,0.1139
03/05/2025 20:45:00,8.7729,13.0361,11.3483,14.9325,0.0555,6.7683,0.0024,6.1791,0.1151
03/05/2025 21:00:00,7.7220,10.0365,8.4970,14.5217,0.0481,6.7925,0.0025,2.5063,0.1155
03/05/2025 21:15:00,7.5536,10.1758,8.5330,14.0093,0.0465,6.6523,0.0020,2.6677,0.1116
03/05/2025 21:30:00,8.3842,11.5850,10.3324,14.2258,0.0511,2.5921,0.0013,6.6269,0.1109
03/05/2025 21:45:00,7.4797,10.2586,8.6967,12.2860,0.0376,1.9975,0.0001,6.4481,0.1081
03/05/2025 22:00:00,9.4063,12.6806,11.3734,14.2318,0.0528,6.4975,0.0030,3.0276,0.1119
03/05/2025 22:15:00,9.0998,12.6287,11.2407,16.5368,0.0521,6.6875,0.0023,2.4417,0.1130
03/05/2025 22:30:00,8.1939,11.0696,9.6144,12.4511,0.0496,6.6769,0.0015,5.9625,0.1133
03/05/2025 22:45:00,6.8423,7.1329,5.7766,14.0955,0.0224,0.4919,0.0000,2.5176,0.1103
03/05/2025 23:00:00,6.5981,8.5557,7.0473,14.8917,0.0297,3.1763,0.0001,2.4786,0.1073
03/05/2025 23:15:00,7.9581,10.3669,9.6262,11.9630,0.0501,6.7076,0.0021,5.7426,0.1111
03/05/2025 23:30:00,7.3313,9.1539,8.2714,14.4667,0.0458,6.6338,0.0013,2.4398,0.1121
03/05/2025 23:45:00,6.7607,8.2800,7.4314,12.8779,0.0269,0.6818,0.0000,4.6055,0.1083
03/06/2025 00:00:00,6.4835,8.4520,7.1679,14.2016,0.0311,3.5522,0.0001,3.9664,0.1110
03/06/2025 00:15:00,7.7175,9.7370,8.9439,14.1308,0.0478,6.7744,0.0015,2.4798,0.1139
03/06/2025 00:30:00,8.5374,10.1641,9.5626,13.7865,0.0457,5.2157,0.0033,5.9894,0.1128
03/06/2025 00:45:00,5.6731,6.6811,5.3292,13.1117,0.0211,0.7608,0.0000,2.5380,0.1094
03/06/2025 01:00:00,8.2195,10.0056,9.0525,15.8202,0.0400,4.7438,0.0009,2.5711,0.1134
03/06/2025 01:15:00,8.5125,9.4702,8.9457,11.9679,0.0498,6.8133,0.0028,5.9401,0.1157
03/06/2025 01:30:00,6.9886,7.3382,6.3171,12.7941,0.0308,2.7716,0.0013,2.5071,0.1122
03/06/2025 01:45:00,7.7779,9.9076,8.9204,15.7348,0.0327,1.8389,0.0000,5.0499,0.1093
03/06/2025 02:00:00,6.5959,8.6496,7.3315,13.0292,0.0413,5.9935,0.0007,3.1387,0.1103
03/06/2025 02:15:00,7.1695,8.3182,7.3630,12.9888,0.0432,6.0741,0.0017,2.4314,0.1105
03/06/2025 02:30:00,5.9520,8.6239,7.4744,14.2358,0.0245,0.3779,0.0001,5.7279,0.1051
03/06/2025 02:45:00,6.3935,9.3875,8.0751,16.0533,0.0335,4.1999,0.0003,2.4274,0.1070
03/06/2025 03:00:00,5.8138,7.4942,7.0434,10.5902,0.0434,6.7002,0.0005,3.4949,0.1088
03/06/2025 03:15:00,7.0878,8.6285,8.3496,12.4114,0.0479,6.7205,0.0013,4.6721,0.1106
03/06/2025 03:30:00,8.4532,10.8185,11.2037,16.1814,0.0625,9.3874,0.0109,2.4199,0.1132
03/06/2025 03:45:00,7.0532,8.5195,9.0996,12.9642,0.0649,10.4041,0.0127,4.2497,0.1144
03/06/2025 04:00:00,8.0540,9.4918,9.9228,12.4873,0.0602,9.4522,0.0119,7.1996,0.1136
03/06/2025 04:15:00,7.8633,10.2305,9.9367,15.1431,0.0511,7.2359,0.0018,2.4484,0.1114
03/06/2025 04:30:00,7.4443,9.9139,9.3522,14.8008,0.0483,6.9603,0.0014,4.7271,0.1106
03/06/2025 04:45:00,7.0829,9.1514,8.6971,11.5732,0.0509,6.8300,0.0005,5.1662,0.1117
03/06/2025 05:00:00,6.1960,8.8566,8.2341,13.1180,0.0475,6.7019,0.0002,2.4123,0.1085
03/06/2025 05:15:00,8.6754,11.1056,10.8591,14.5198,0.0524,6.6192,0.0025,5.1566,0.1099
03/06/2025 05:30:00,8.0606,8.7577,8.4969,12.8530,0.0471,5.0287,0.0024,2.9402,0.1090
03/06/2025 05:45:00,6.2668,7.8011,7.1282,12.1209,0.0347,1.3098,0.0000,2.4097,0.1072
03/06/2025 06:00:00,9.1985,11.6205,11.4931,14.7873,0.0497,5.4890,0.0019,5.6329,0.1075
03/06/2025 06:15:00,9.9287,11.8035,11.9746,13.7088,0.0554,6.5252,0.0034,2.3438,0.1083
03/06/2025 06:30:00,6.6870,7.3338,7.1512,12.2752,0.0271,1.5479,0.0011,4.6802,0.1048
03/06/2025 06:45:00,7.2681,8.5676,9.8298,14.2978,0.0393,3.1859,0.0002,3.5202,0.1036
03/06/2025 07:00:00,6.8942,8.4998,10.9407,13.6703,0.0577,6.5757,0.0011,2.3579,0.0999
03/06/2025 07:15:00,7.8472,9.4559,11.4964,12.8249,0.0526,3.6622,0.0003,5.5442,0.1033
03/06/2025 07:30:00,6.0871,6.2493,8.6085,13.0042,0.0359,1.2547,0.0000,2.3682,0.0983
03/06/2025 07:45:00,7.4301,9.7646,11.6596,14.6763,0.0539,5.2297,0.0008,4.1034,0.1007
03/06/2025 08:00:00,7.9330,9.0668,12.6736,13.3508,0.0646,6.3851,0.0039,5.0851,0.0975
03/06/2025 08:15:00,7.2843,10.1829,14.3655,16.5130,0.0626,4.3707,0.0054,4.2099,0.1028
03/06/2025 08:30:00,7.6355,9.5032,13.5003,21.3430,0.0489,1.2463,0.0041,3.6203,0.1024
03/06/2025 08:45:00,7.1422,9.3895,11.3724,21.5095,0.0531,5.3464,0.0028,0.4131,0.1060
03/06/2025 09:00:00,6.7848,9.9917,12.1397,18.1256,0.0586,6.6253,0.0027,0.0493,0.1048
03/06/2025 09:15:00,8.1510,10.9742,11.4775,23.9881,0.0525,5.9981,0.0039,0.0451,0.1073
03/06/2025 09:30:00,7.4261,8.0868,9.0957,17.1614,0.0476,6.6514,0.0038,0.0487,0.1049
03/06/2025 09:45:00,7.6602,7.1713,6.8147,13.1910,0.0329,5.4398,0.0037,0.0559,0.1065
03/06/2025 10:00:00,5.6789,5.9828,6.7576,13.4807,0.0390,6.7945,0.0022,0.0430,0.1034
03/06/2025 10:15:00,5.8327,6.5154,7.7809,15.9990,0.0359,5.1257,0.0016,0.0446,0.1032
03/06/2025 10:30:00,6.8286,7.9063,9.6191,13.6413,0.0440,6.2873,0.0022,0.0430,0.1023
03/06/2025 10:45:00,5.5171,6.6340,6.5059,16.3209,0.0280,5.3594,0.0022,0.0466,0.1055
03/06/2025 11:00:00,5.1420,4.8454,5.2007,13.7455,0.0234,5.5526,0.0044,0.0511,0.1026
03/06/2025 11:15:00,8.6038,9.6197,9.7966,13.9516,0.0409,5.9214,0.0022,0.0480,0.1080
03/06/2025 11:30:00,8.7219,9.1483,9.2108,20.2299,0.0439,6.7570,0.0061,0.0543,0.1103
03/06/2025 11:45:00,7.2310,8.5732,7.9101,17.7359,0.0423,6.3177,0.0028,0.4116,0.1111
03/06/2025 12:00:00,11.5788,14.2505,14.4683,17.5613,0.0614,6.7739,0.0057,9.5197,0.1110
03/06/2025 12:15:00,10.1203,14.0814,12.9542,19.8954,0.0601,7.0130,0.0029,9.1004,0.1146
03/06/2025 12:30:00,5.9175,8.4425,7.5065,13.9450,0.0434,6.8683,0.0016,2.4735,0.1085
03/06/2025 12:45:00,7.5554,11.4155,10.7042,16.2836,0.0539,6.7375,0.0003,4.3763,0.1098
03/06/2025 13:00:00,7.1419,9.3816,11.5753,13.8100,0.0563,5.2502,0.0003,5.0739,0.1049
03/06/2025 13:15:00,10.1012,12.9821,15.0560,25.1181,0.0707,6.7540,0.0056,2.4114,0.1124
03/06/2025 13:30:00,11.0228,13.8839,16.4521,19.5663,0.0728,6.6618,0.0049,7.4885,0.1066
03/06/2025 13:45:00,8.1570,10.5932,12.9120,15.0096,0.0697,5.4352,0.0005,2.4249,0.1078
03/06/2025 14:00:00,9.7340,12.5426,15.1566,16.1863,0.0795,6.6800,0.0026,5.2478,0.1081
03/06/2025 14:15:00,10.6359,14.1136,16.7331,22.9367,0.0709,5.2698,0.0064,2.0330,0.1062
03/06/2025 14:30:00,10.6007,14.1691,16.7086,24.0207,0.0739,6.8464,0.0074,0.0508,0.1056
03/06/2025 14:45:00,11.1573,14.7206,16.7013,25.2871,0.0730,6.4219,0.0057,5.8420,0.1101
03/06/2025 15:00:00,8.9050,11.8422,11.0723,20.5523,0.0521,6.7733,0.0024,6.3644,0.1118
03/06/2025 15:15:00,6.8883,9.5972,8.8414,13.0488,0.0456,6.8363,0.0002,2.4562,0.1075
03/06/2025 15:30:00,8.7481,11.5537,10.6903,18.1556,0.0506,6.7663,0.0025,7.4760,0.1128
03/06/2025 15:45:00,7.8889,9.8187,9.3765,15.0537,0.0473,6.7153,0.0016,2.4384,0.1096
03/06/2025 16:00:00,6.9727,9.2393,8.8554,15.0609,0.0578,8.9386,0.0075,4.2247,0.1129
03/06/2025 16:15:00,9.2692,11.8633,12.3415,15.1391,0.0674,10.2076,0.0143,9.0746,0.1120
03/06/2025 16:30:00,7.7536,10.1128,9.9547,15.8996,0.0594,9.6246,0.0121,2.7350,0.1119
03/06/2025 16:45:00,7.3183,9.2563,8.1790,14.5462,0.0465,7.5877,0.0042,3.5832,0.1082
03/06/2025 17:00:00,8.5778,11.7745,10.2760,16.5303,0.0507,7.1181,0.0032,5.7161,0.1106
03/06/2025 17:15:00,6.7871,8.9429,7.9089,13.5844,0.0433,6.9436,0.0020,2.3870,0.1060
03/06/2025 17:30:00,7.9857,11.5025,9.7673,17.9268,0.0480,6.8238,0.0031,6.6410,0.1101
03/06/2025 17:45:00,6.6518,8.9132,8.2227,11.4971,0.0439,6.7574,0.0011,2.3688,0.1052
03/06/2025 18:00:00,7.0517,9.9532,8.3965,16.7551,0.0445,6.6852,0.0014,3.3431,0.1087
03/06/2025 18:15:00,7.3233,10.2405,9.0306,13.5476,0.0459,6.6741,0.0021,5.7658,0.1073
03/06/2025 18:30:00,8.6328,10.5314,9.4701,16.1998,0.0479,6.6054,0.0053,2.3643,0.1072
03/06/2025 18:45:00,6.8236,9.5558,8.4810,12.8642,0.0443,6.6142,0.0028,6.1308,0.1075
03/06/2025 19:00:00,5.8490,7.9221,6.6503,15.9569,0.0276,2.4888,0.0003,2.9150,0.1088
03/06/2025 19:15:00,7.2708,8.6851,7.8583,13.7564,0.0276,2.0798,0.0000,2.6462,0.1073
03/06/2025 19:30:00,7.7671,10.6951,9.2292,15.3066,0.0465,6.7414,0.0038,6.6703,0.1138
03/06/2025 19:45:00,6.9097,9.0397,7.8109,15.1865,0.0431,6.6737,0.0021,2.5101,0.1130
03/06/2025 20:00:00,7.2674,9.3380,8.2238,15.8083,0.0263,0.4051,0.0000,5.6714,0.1102
03/06/2025 20:15:00,7.1592,9.2166,7.9181,15.8243,0.0328,4.1360,0.0011,3.6368,0.1119
03/06/2025 20:30:00,7.2005,8.8972,7.6478,14.7451,0.0437,6.7702,0.0031,2.4900,0.1123
03/06/2025 20:45:00,7.5128,10.4264,9.2412,14.5823,0.0366,1.9782,0.0002,6.5356,0.1098
03/06/2025 21:00:00,5.8483,7.8855,6.4806,14.9463,0.0287,1.8795,0.0000,2.4938,0.1094
03/06/2025 21:15:00,7.3283,9.8075,8.6397,13.3646,0.0474,6.4616,0.0021,4.7517,0.1133
03/06/2025 21:30:00,8.5223,11.2806,10.0310,17.2496,0.0455,5.0642,0.0024,4.4188,0.1145
03/06/2025 21:45:00,5.4139,7.0024,5.7150,14.7144,0.0213,0.4870,0.0000,2.4964,0.1051
03/06/2025 22:00:00,8.8634,12.5768,11.2210,16.4605,0.0572,4.6459,0.0009,7.2458,0.1140
03/06/2025 22:15:00,8.6486,12.1922,11.4514,13.9931,0.0604,6.7522,0.0029,6.3632,0.1138
03/06/2025 22:30:00,9.0874,11.8570,11.1749,14.9744,0.0401,2.6386,0.0017,4.1455,0.1103
03/06/2025 22:45:00,6.9601,8.3858,7.3368,14.8105,0.0267,1.5949,0.0000,2.5112,0.1078
03/06/2025 23:00:00,8.2710,10.5673,10.0669,13.4902,0.0483,6.1691,0.0015,6.4279,0.1101
03/06/2025 23:15:00,7.2523,9.3169,8.6606,15.9096,0.0377,3.8292,0.0004,2.4426,0.1091
03/06/2025 23:30:00,5.2769,6.5947,5.7370,12.6328,0.0209,0.8905,0.0000,3.4033,0.1047
03/06/2025 23:45:00,8.1393,10.7078,10.0275,16.2334,0.0430,5.0756,0.0008,5.5194,0.1124
03/07/2025 00:00:00,6.7819,8.7751,8.1421,15.7737,0.0426,5.8303,0.0012,2.4767,0.1109
03/07/2025 00:15:00,6.6490,8.3162,7.4016,15.3530,0.0251,0.3873,0.0000,6.4911,0.1095
03/07/2025 00:30:00,6.5255,7.8301,7.3926,10.9321,0.0337,4.1877,0.0001,2.5613,0.1082
03/07/2025 00:45:00,7.3889,9.8651,9.3702,12.6405,0.0472,6.7897,0.0003,2.6002,0.1144
03/07/2025 01:00:00,10.0306,13.2299,12.9892,15.2073,0.0316,0.7982,0.0001,6.2934,0.1092
